2021 super output area - lower layer,Geog_Code,Total: All usual residents,%,"Asian, Asian British or Asian Welsh",% ,"Asian, Asian British or Asian Welsh: Bangladeshi",%,"Asian, Asian British or Asian Welsh: Chinese",%,"Asian, Asian British or Asian Welsh: Indian",%,"Asian, Asian British or Asian Welsh: Pakistani",%,"Asian, Asian British or Asian Welsh: Other Asian",%,"Black, Black British, Black Welsh, Caribbean or African",%,"Black, Black British, Black Welsh, Caribbean or African: African",%,"Black, Black British, Black Welsh, Caribbean or African: Caribbean",%,"Black, Black British, Black Welsh, Caribbean or African: Other Black",%,Mixed or Multiple ethnic groups,%,Mixed or Multiple ethnic groups: White and Asian,%,Mixed or Multiple ethnic groups: White and Black African,%,Mixed or Multiple ethnic groups: White and Black Caribbean,%,Mixed or Multiple ethnic groups: Other Mixed or Multiple ethnic groups,%,White,%,"White: English, Welsh, Scottish, Northern Irish or British","% White: English, Welsh, Scottish, Northern Irish or British",White: Irish,%,White: Gypsy or Irish Traveller,%,White: Roma,%,White: Other White,%,Other ethnic group,%,Other ethnic group: Arab,%,Other ethnic group: Any other ethnic group,%
Birmingham 137C,E01033618,1218,100,221,18.1,10,0.8,39,3.2,122,10,16,1.3,34,2.8,85,7,51,4.2,23,1.9,11,0.9,69,5.7,19,1.6,7,0.6,18,1.5,25,2.1,789,64.8,531,43.6,12,1,0,0,7,0.6,239,19.6,54,4.4,20,1.6,34,2.8
Birmingham 137E,E01033627,1127,100,179,15.9,25,2.2,38,3.4,40,3.5,37,3.3,39,3.5,319,28.3,189,16.8,96,8.5,34,3,77,6.8,8,0.7,14,1.2,32,2.8,23,2,425,37.7,278,24.7,10,0.9,4,0.4,9,0.8,124,11,127,11.3,44,3.9,83,7.4
Birmingham 137F,E01034950,1123,100,162,14.4,8,0.7,42,3.7,60,5.3,33,2.9,19,1.7,118,10.5,85,7.6,29,2.6,4,0.4,58,5.2,15,1.3,8,0.7,20,1.8,15,1.3,762,67.9,574,51.1,16,1.4,0,0,6,0.5,166,14.8,23,2,17,1.5,6,0.5
Birmingham 137G,E01034951,1104,100,173,15.7,21,1.9,44,4,64,5.8,26,2.4,18,1.6,171,15.5,74,6.7,70,6.3,27,2.4,65,5.9,16,1.4,4,0.4,21,1.9,24,2.2,664,60.1,514,46.6,16,1.4,2,0.2,7,0.6,125,11.3,31,2.8,8,0.7,23,2.1
Birmingham 138A,E01033620,1075,100,309,28.7,10,0.9,159,14.8,80,7.4,22,2,38,3.5,96,8.9,61,5.7,23,2.1,12,1.1,71,6.6,12,1.1,11,1,30,2.8,18,1.7,540,50.2,339,31.5,14,1.3,0,0,13,1.2,174,16.2,59,5.5,21,2,38,3.5
Birmingham 138B,E01033622,1894,100,284,15,5,0.3,68,3.6,130,6.9,35,1.8,46,2.4,208,11,145,7.7,49,2.6,14,0.7,175,9.2,28,1.5,10,0.5,39,2.1,98,5.2,1128,59.6,757,40,27,1.4,0,0,12,0.6,332,17.5,99,5.2,57,3,42,2.2
Birmingham 138C,E01033623,1466,100,170,11.6,8,0.5,21,1.4,80,5.5,12,0.8,49,3.3,209,14.3,121,8.3,73,5,15,1,72,4.9,12,0.8,10,0.7,37,2.5,13,0.9,935,63.8,750,51.2,19,1.3,10,0.7,4,0.3,152,10.4,80,5.5,10,0.7,70,4.8
Birmingham 138D,E01033625,1714,100,527,30.7,17,1,207,12.1,151,8.8,70,4.1,82,4.8,126,7.4,101,5.9,20,1.2,5,0.3,61,3.6,11,0.6,11,0.6,17,1,22,1.3,773,45.1,463,27,26,1.5,0,0,30,1.8,254,14.8,227,13.2,170,9.9,57,3.3
Birmingham 139A,E01009200,1842,100,793,43.1,251,13.6,38,2.1,83,4.5,381,20.7,40,2.2,527,28.6,351,19.1,128,6.9,48,2.6,136,7.4,31,1.7,33,1.8,44,2.4,28,1.5,255,13.8,204,11.1,7,0.4,0,0,1,0.1,43,2.3,131,7.1,74,4,57,3.1
Birmingham 139B,E01009327,1660,100,1160,69.9,253,15.2,0,0,44,2.7,751,45.2,112,6.7,270,16.3,241,14.5,14,0.8,15,0.9,38,2.3,11,0.7,2,0.1,7,0.4,18,1.1,87,5.2,38,2.3,6,0.4,5,0.3,10,0.6,28,1.7,105,6.3,47,2.8,58,3.5
Birmingham 139C,E01009328,2423,100,1994,82.3,150,6.2,0,0,11,0.5,1714,70.7,119,4.9,193,8,164,6.8,19,0.8,10,0.4,46,1.9,21,0.9,0,0,3,0.1,22,0.9,60,2.5,39,1.6,5,0.2,2,0.1,0,0,14,0.6,130,5.4,48,2,82,3.4
Birmingham 139D,E01009331,2434,100,1839,75.6,205,8.4,0,0,27,1.1,1485,61,122,5,293,12,247,10.1,31,1.3,15,0.6,47,1.9,22,0.9,3,0.1,7,0.3,15,0.6,124,5.1,49,2,9,0.4,1,0,7,0.3,58,2.4,131,5.4,40,1.6,91,3.7
Birmingham 139E,E01009332,1929,100,845,43.8,235,12.2,3,0.2,24,1.2,520,27,63,3.3,507,26.3,399,20.7,70,3.6,38,2,93,4.8,35,1.8,15,0.8,20,1,23,1.2,290,15,230,11.9,18,0.9,0,0,0,0,42,2.2,194,10.1,102,5.3,92,4.8
Birmingham 139F,E01009333,1620,100,1241,76.6,328,20.2,1,0.1,27,1.7,834,51.5,51,3.1,127,7.8,111,6.9,11,0.7,5,0.3,20,1.2,10,0.6,1,0.1,0,0,9,0.6,101,6.2,53,3.3,4,0.2,7,0.4,1,0.1,36,2.2,131,8.1,46,2.8,85,5.2
Birmingham 139G,E01009335,1981,100,1507,76.1,401,20.2,4,0.2,39,2,935,47.2,128,6.5,188,9.5,147,7.4,32,1.6,9,0.5,21,1.1,7,0.4,0,0,5,0.3,9,0.5,73,3.7,48,2.4,14,0.7,0,0,0,0,11,0.6,192,9.7,82,4.1,110,5.6
Birmingham 139H,E01009344,1825,100,1074,58.8,191,10.5,0,0,17,0.9,793,43.5,73,4,425,23.3,376,20.6,38,2.1,11,0.6,75,4.1,6,0.3,10,0.5,35,1.9,24,1.3,97,5.3,83,4.5,1,0.1,3,0.2,0,0,10,0.5,154,8.4,76,4.2,78,4.3
Birmingham 141A,E01009008,1424,100,204,14.3,16,1.1,3,0.2,55,3.9,106,7.4,24,1.7,79,5.5,11,0.8,60,4.2,8,0.6,76,5.3,21,1.5,6,0.4,39,2.7,10,0.7,1059,74.4,893,62.7,118,8.3,0,0,0,0,48,3.4,6,0.4,2,0.1,4,0.3
Birmingham 141B,E01009011,1740,100,248,14.3,4,0.2,38,2.2,72,4.1,96,5.5,38,2.2,139,8,37,2.1,73,4.2,29,1.7,82,4.7,16,0.9,6,0.3,38,2.2,22,1.3,1237,71.1,1113,64,54,3.1,1,0.1,3,0.2,66,3.8,34,2,11,0.6,23,1.3
Birmingham 141C,E01009012,1501,100,248,16.5,32,2.1,12,0.8,60,4,114,7.6,30,2,123,8.2,37,2.5,61,4.1,25,1.7,92,6.1,14,0.9,9,0.6,51,3.4,18,1.2,1012,67.4,831,55.4,76,5.1,0,0,1,0.1,104,6.9,26,1.7,2,0.1,24,1.6
Birmingham 141D,E01009104,1710,100,362,21.2,27,1.6,7,0.4,17,1,247,14.4,64,3.7,235,13.7,106,6.2,94,5.5,35,2,102,6,17,1,5,0.3,60,3.5,20,1.2,979,57.3,817,47.8,22,1.3,0,0,8,0.5,132,7.7,32,1.9,3,0.2,29,1.7
Birmingham 141E,E01009102,1618,100,243,15,18,1.1,15,0.9,21,1.3,158,9.8,31,1.9,208,12.9,68,4.2,106,6.6,34,2.1,86,5.3,30,1.9,0,0,41,2.5,15,0.9,1011,62.5,851,52.6,25,1.5,0,0,5,0.3,130,8,70,4.3,11,0.7,59,3.6
Birmingham 141F,E01009080,1350,100,290,21.5,31,2.3,4,0.3,13,1,205,15.2,37,2.7,367,27.2,284,21,55,4.1,28,2.1,116,8.6,23,1.7,8,0.6,74,5.5,11,0.8,537,39.8,475,35.2,16,1.2,0,0,0,0,46,3.4,40,3,16,1.2,24,1.8
Birmingham 141G,E01009079,1375,100,297,21.6,37,2.7,4,0.3,17,1.2,206,15,33,2.4,311,22.6,219,15.9,60,4.4,32,2.3,76,5.5,17,1.2,11,0.8,44,3.2,4,0.3,621,45.2,561,40.8,16,1.2,0,0,7,0.5,37,2.7,70,5.1,47,3.4,23,1.7
Birmingham 141H,E01009081,1371,100,422,30.8,45,3.3,2,0.1,9,0.7,320,23.3,46,3.4,236,17.2,111,8.1,96,7,29,2.1,97,7.1,26,1.9,1,0.1,56,4.1,14,1,562,41,511,37.3,18,1.3,0,0,0,0,33,2.4,54,3.9,17,1.2,37,2.7
Birmingham 141I,E01009083,1608,100,535,33.3,31,1.9,12,0.7,12,0.7,420,26.1,60,3.7,345,21.5,244,15.2,58,3.6,43,2.7,96,6,22,1.4,1,0.1,57,3.5,16,1,576,35.8,513,31.9,12,0.7,0,0,3,0.2,48,3,56,3.5,13,0.8,43,2.7
Birmingham 142A,E01009339,1670,100,1139,68.2,251,15,5,0.3,70,4.2,763,45.7,50,3,106,6.3,73,4.4,29,1.7,4,0.2,48,2.9,20,1.2,3,0.2,13,0.8,12,0.7,181,10.8,122,7.3,11,0.7,0,0,1,0.1,47,2.8,196,11.7,127,7.6,69,4.1
Birmingham 142B,E01034952,1288,100,759,58.9,71,5.5,0,0,50,3.9,561,43.6,77,6,65,5,45,3.5,7,0.5,13,1,62,4.8,28,2.2,4,0.3,27,2.1,3,0.2,340,26.4,258,20,11,0.9,0,0,7,0.5,64,5,62,4.8,29,2.3,33,2.6
Birmingham 142C,E01034953,1618,100,1372,84.8,67,4.1,0,0,83,5.1,1151,71.1,71,4.4,68,4.2,31,1.9,33,2,4,0.2,25,1.5,7,0.4,3,0.2,7,0.4,8,0.5,78,4.8,39,2.4,9,0.6,0,0,5,0.3,25,1.5,75,4.6,26,1.6,49,3
Birmingham 142D,E01009382,2007,100,1654,82.4,91,4.5,7,0.3,86,4.3,1391,69.3,79,3.9,106,5.3,71,3.5,17,0.8,18,0.9,32,1.6,11,0.5,0,0,2,0.1,19,0.9,119,5.9,47,2.3,17,0.8,6,0.3,0,0,49,2.4,96,4.8,43,2.1,53,2.6
Birmingham 142E,E01009392,1720,100,1353,78.7,63,3.7,8,0.5,137,8,1062,61.7,83,4.8,62,3.6,45,2.6,10,0.6,7,0.4,53,3.1,38,2.2,4,0.2,1,0.1,10,0.6,154,9,96,5.6,23,1.3,1,0.1,0,0,34,2,98,5.7,32,1.9,66,3.8
Birmingham 143A,E01034954,1732,100,1058,61.1,186,10.7,2,0.1,80,4.6,732,42.3,58,3.3,80,4.6,40,2.3,34,2,6,0.3,49,2.8,14,0.8,1,0.1,21,1.2,13,0.8,470,27.1,400,23.1,12,0.7,0,0,1,0.1,57,3.3,75,4.3,20,1.2,55,3.2
Birmingham 143B,E01034955,2150,100,1673,77.8,149,6.9,2,0.1,132,6.1,1335,62.1,55,2.6,104,4.8,61,2.8,27,1.3,16,0.7,43,2,18,0.8,1,0,11,0.5,13,0.6,204,9.5,143,6.7,26,1.2,0,0,6,0.3,29,1.3,126,5.9,49,2.3,77,3.6
Birmingham 143C,E01009391,1915,100,1472,76.9,121,6.3,1,0.1,117,6.1,1165,60.8,68,3.6,124,6.5,65,3.4,57,3,2,0.1,36,1.9,16,0.8,6,0.3,6,0.3,8,0.4,200,10.4,105,5.5,6,0.3,0,0,3,0.2,86,4.5,83,4.3,31,1.6,52,2.7
Birmingham 143D,E01009393,1799,100,1417,78.8,46,2.6,8,0.4,101,5.6,1197,66.5,65,3.6,69,3.8,50,2.8,17,0.9,2,0.1,44,2.4,15,0.8,3,0.2,9,0.5,17,0.9,138,7.7,73,4.1,17,0.9,2,0.1,1,0.1,45,2.5,131,7.3,36,2,95,5.3
