2021 super output area - lower layer,Geog_Code,Total: All usual residents aged 16 years and over,%,Economically active (excluding full-time students),%,Economically active (excluding full-time students):In employment,%,Economically active (excluding full-time students):In employment:Employee,%,Economically active (excluding full-time students): In employment: Employee: Part-time,%,Economically active (excluding full-time students): In employment: Employee: Full-time,%,Economically active (excluding full-time students):In employment:Self-employed with employees,%,Economically active (excluding full-time students): In employment: Self-employed with employees: Part-time,%,Economically active (excluding full-time students): In employment: Self-employed with employees: Full-time,%,Economically active (excluding full-time students):In employment:Self-employed without employees,%,Economically active (excluding full-time students): In employment: Self-employed without employees: Part-time,%,Economically active (excluding full-time students): In employment: Self-employed without employees: Full-time,%,Economically active (excluding full-time students): Unemployed,% Economically active (excluding full-time students): Unemployed  ,Economically active and a full-time student,%,Economically active and a full-time student:In employment,%,Economically active and a full-time student:In employment:Employee,%,Economically active and a full-time student: In employment: Employee: Part-time,%,Economically active and a full-time student: In employment: Employee: Full-time,%,Economically active and a full-time student:In employment:Self-employed with employees,%,Economically active and a full-time student: In employment: Self-employed with employees: Part-time,%,Economically active and a full-time student: In employment: Self-employed with employees: Full-time,%,Economically active and a full-time student:In employment:Self-employed without employees,%,Economically active and a full-time student: In employment: Self-employed without employees: Part-time,%,Economically active and a full-time student: In employment: Self-employed without employees: Full-time,%,Economically active and a full-time student: Unemployed,%,Economically inactive,%,Economically inactive: Retired,%,Economically inactive: Student,%,Economically inactive: Looking after home or family,%,Economically inactive: Long-term sick or disabled,%,Economically inactive: Other,%
Birmingham 090D,E01009028,1319,100,668,50.6,589,44.7,482,36.5,162,12.3,320,24.3,14,1.1,5,0.4,9,0.7,93,7.1,44,3.3,49,3.7,79,6,43,3.3,26,2,24,1.8,18,1.4,6,0.5,0,0,0,0,0,0,2,0.2,2,0.2,0,0,17,1.3,608,46.1,151,11.4,138,10.5,161,12.2,78,5.9,80,6.1
Birmingham 090E,E01009029,1137,100,596,52.4,527,46.4,420,36.9,149,13.1,271,23.8,21,1.8,6,0.5,15,1.3,86,7.6,44,3.9,42,3.7,69,6.1,36,3.2,22,1.9,20,1.8,15,1.3,5,0.4,0,0,0,0,0,0,2,0.2,1,0.1,1,0.1,14,1.2,505,44.4,143,12.6,99,8.7,133,11.7,72,6.3,58,5.1
Birmingham 092A,E01009182,1321,100,670,50.7,596,45.1,489,37,159,12,330,25,22,1.7,8,0.6,14,1.1,85,6.4,51,3.9,34,2.6,74,5.6,36,2.7,27,2,26,2,14,1.1,12,0.9,0,0,0,0,0,0,1,0.1,1,0.1,0,0,9,0.7,615,46.6,119,9,112,8.5,122,9.2,150,11.4,112,8.5
Birmingham 092B,E01009184,1325,100,826,62.3,774,58.4,637,48.1,106,8,531,40.1,22,1.7,5,0.4,17,1.3,115,8.7,57,4.3,58,4.4,52,3.9,33,2.5,29,2.2,26,2,19,1.4,7,0.5,0,0,0,0,0,0,3,0.2,2,0.2,1,0.1,4,0.3,466,35.2,238,18,71,5.4,41,3.1,71,5.4,45,3.4
Birmingham 092C,E01009187,1245,100,703,56.5,655,52.6,517,41.5,111,8.9,406,32.6,25,2,5,0.4,20,1.6,113,9.1,54,4.3,59,4.7,48,3.9,21,1.7,16,1.3,14,1.1,11,0.9,3,0.2,0,0,0,0,0,0,2,0.2,0,0,2,0.2,5,0.4,521,41.8,304,24.4,71,5.7,33,2.7,89,7.1,24,1.9
Birmingham 092D,E01009188,1196,100,705,58.9,667,55.8,536,44.8,121,10.1,415,34.7,24,2,6,0.5,18,1.5,107,8.9,57,4.8,50,4.2,38,3.2,15,1.3,9,0.8,9,0.8,6,0.5,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,6,0.5,476,39.8,209,17.5,87,7.3,52,4.3,70,5.9,58,4.8
Birmingham 092E,E01009384,1145,100,643,56.2,581,50.7,506,44.2,119,10.4,387,33.8,9,0.8,4,0.3,5,0.4,66,5.8,33,2.9,33,2.9,62,5.4,27,2.4,20,1.7,18,1.6,13,1.1,5,0.4,1,0.1,1,0.1,0,0,1,0.1,1,0.1,0,0,7,0.6,475,41.5,120,10.5,64,5.6,75,6.6,141,12.3,75,6.6
Birmingham 092F,E01009385,1012,100,637,62.9,568,56.1,472,46.6,98,9.7,374,37,21,2.1,10,1,11,1.1,75,7.4,32,3.2,43,4.2,69,6.8,24,2.4,15,1.5,12,1.2,10,1,2,0.2,0,0,0,0,0,0,3,0.3,2,0.2,1,0.1,9,0.9,351,34.7,148,14.6,40,4,60,5.9,64,6.3,39,3.9
Birmingham 093A,E01009185,1472,100,801,54.4,748,50.8,587,39.9,148,10.1,439,29.8,41,2.8,13,0.9,28,1.9,120,8.2,70,4.8,50,3.4,53,3.6,28,1.9,24,1.6,22,1.5,15,1,7,0.5,0,0,0,0,0,0,2,0.1,2,0.1,0,0,4,0.3,643,43.7,373,25.3,82,5.6,77,5.2,62,4.2,49,3.3
Birmingham 093B,E01009389,1515,100,686,45.3,606,40,478,31.6,177,11.7,301,19.9,34,2.2,9,0.6,25,1.7,94,6.2,44,2.9,50,3.3,80,5.3,46,3,37,2.4,36,2.4,30,2,6,0.4,0,0,0,0,0,0,1,0.1,1,0.1,0,0,9,0.6,783,51.7,202,13.3,145,9.6,217,14.3,81,5.3,138,9.1
Birmingham 093C,E01009390,1294,100,713,55.1,643,49.7,517,40,123,9.5,394,30.4,28,2.2,9,0.7,19,1.5,98,7.6,60,4.6,38,2.9,70,5.4,33,2.6,24,1.9,20,1.5,17,1.3,3,0.2,0,0,0,0,0,0,4,0.3,4,0.3,0,0,9,0.7,548,42.3,123,9.5,121,9.4,120,9.3,97,7.5,87,6.7
Birmingham 093D,E01009394,1444,100,889,61.6,837,58,674,46.7,166,11.5,508,35.2,30,2.1,11,0.8,19,1.3,133,9.2,65,4.5,68,4.7,52,3.6,27,1.9,23,1.6,20,1.4,19,1.3,1,0.1,0,0,0,0,0,0,3,0.2,3,0.2,0,0,4,0.3,528,36.6,206,14.3,91,6.3,110,7.6,58,4,63,4.4
Birmingham 094A,E01008918,1296,100,643,49.6,574,44.3,493,38,135,10.4,358,27.6,10,0.8,3,0.2,7,0.5,71,5.5,34,2.6,37,2.9,69,5.3,26,2,17,1.3,17,1.3,12,0.9,5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,9,0.7,627,48.4,210,16.2,101,7.8,117,9,102,7.9,97,7.5
Birmingham 094B,E01008920,1076,100,628,58.4,591,54.9,520,48.3,157,14.6,363,33.7,8,0.7,3,0.3,5,0.5,63,5.9,23,2.1,40,3.7,37,3.4,13,1.2,11,1,10,0.9,10,0.9,0,0,1,0.1,1,0.1,0,0,0,0,0,0,0,0,2,0.2,435,40.4,259,24.1,68,6.3,41,3.8,30,2.8,37,3.4
Birmingham 094C,E01008921,1168,100,584,50,533,45.6,474,40.6,126,10.8,348,29.8,7,0.6,1,0.1,6,0.5,52,4.5,22,1.9,30,2.6,51,4.4,28,2.4,15,1.3,15,1.3,12,1,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,13,1.1,556,47.6,290,24.8,90,7.7,73,6.2,64,5.5,39,3.3
Birmingham 094D,E01008931,1095,100,570,52.1,519,47.4,458,41.8,121,11.1,337,30.8,7,0.6,2,0.2,5,0.5,54,4.9,22,2,32,2.9,51,4.7,23,2.1,18,1.6,18,1.6,12,1.1,6,0.5,0,0,0,0,0,0,0,0,0,0,0,0,5,0.5,502,45.8,188,17.2,83,7.6,85,7.8,97,8.9,49,4.5
Birmingham 094E,E01009259,1298,100,668,51.5,576,44.4,494,38.1,143,11,351,27,18,1.4,3,0.2,15,1.2,64,4.9,22,1.7,42,3.2,92,7.1,28,2.2,8,0.6,8,0.6,6,0.5,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,20,1.5,602,46.4,190,14.6,85,6.5,90,6.9,166,12.8,71,5.5
Birmingham 095A,E01008919,1291,100,690,53.4,640,49.6,544,42.1,144,11.2,400,31,7,0.5,0,0,7,0.5,89,6.9,43,3.3,46,3.6,50,3.9,37,2.9,32,2.5,26,2,11,0.9,15,1.2,1,0.1,1,0.1,0,0,5,0.4,2,0.2,3,0.2,5,0.4,564,43.7,252,19.5,99,7.7,71,5.5,86,6.7,56,4.3
Birmingham 095B,E01009064,1151,100,647,56.2,584,50.7,509,44.2,139,12.1,370,32.1,10,0.9,3,0.3,7,0.6,65,5.6,28,2.4,37,3.2,63,5.5,23,2,20,1.7,14,1.2,10,0.9,4,0.3,1,0.1,1,0.1,0,0,5,0.4,4,0.3,1,0.1,3,0.3,481,41.8,192,16.7,89,7.7,81,7,63,5.5,56,4.9
Birmingham 095C,E01009077,1265,100,729,57.6,688,54.4,586,46.3,140,11.1,446,35.3,23,1.8,5,0.4,18,1.4,79,6.2,35,2.8,44,3.5,41,3.2,29,2.3,16,1.3,14,1.1,10,0.8,4,0.3,0,0,0,0,0,0,2,0.2,0,0,2,0.2,13,1,507,40.1,287,22.7,71,5.6,79,6.2,39,3.1,31,2.5
Birmingham 095D,E01009291,1147,100,688,60,640,55.8,555,48.4,138,12,417,36.4,11,1,2,0.2,9,0.8,74,6.5,25,2.2,49,4.3,48,4.2,43,3.7,29,2.5,28,2.4,15,1.3,13,1.1,0,0,0,0,0,0,1,0.1,0,0,1,0.1,14,1.2,416,36.3,147,12.8,80,7,83,7.2,56,4.9,50,4.4
Birmingham 095E,E01009500,1168,100,586,50.2,526,45,459,39.3,126,10.8,333,28.5,7,0.6,1,0.1,6,0.5,60,5.1,29,2.5,31,2.7,60,5.1,48,4.1,38,3.3,34,2.9,32,2.7,2,0.2,1,0.1,1,0.1,0,0,3,0.3,0,0,3,0.3,10,0.9,534,45.7,187,16,100,8.6,97,8.3,99,8.5,51,4.4
Birmingham 096A,E01009284,4024,100,774,19.2,703,17.5,608,15.1,137,3.4,471,11.7,11,0.3,0,0,11,0.3,84,2.1,37,0.9,47,1.2,71,1.8,671,16.7,417,10.4,363,9,306,7.6,57,1.4,1,0,1,0,0,0,53,1.3,50,1.2,3,0.1,254,6.3,2579,64.1,135,3.4,2190,54.4,111,2.8,68,1.7,75,1.9
Birmingham 096C,E01009286,2314,100,200,8.6,171,7.4,146,6.3,44,1.9,102,4.4,4,0.2,0,0,4,0.2,21,0.9,11,0.5,10,0.4,29,1.3,464,20.1,334,14.4,298,12.9,269,11.6,29,1.3,4,0.2,4,0.2,0,0,32,1.4,30,1.3,2,0.1,130,5.6,1650,71.3,63,2.7,1516,65.5,28,1.2,19,0.8,24,1
Birmingham 096E,E01009289,2409,100,227,9.4,191,7.9,170,7.1,46,1.9,124,5.1,1,0,0,0,1,0,20,0.8,7,0.3,13,0.5,36,1.5,441,18.3,306,12.7,254,10.5,227,9.4,27,1.1,3,0.1,3,0.1,0,0,49,2,47,2,2,0.1,135,5.6,1741,72.3,45,1.9,1576,65.4,35,1.5,53,2.2,32,1.3
Birmingham 096F,E01009290,2391,100,160,6.7,133,5.6,124,5.2,27,1.1,97,4.1,3,0.1,0,0,3,0.1,6,0.3,3,0.1,3,0.1,27,1.1,466,19.5,307,12.8,276,11.5,254,10.6,22,0.9,3,0.1,2,0.1,1,0,28,1.2,27,1.1,1,0,159,6.6,1765,73.8,23,1,1619,67.7,24,1,45,1.9,54,2.3
Birmingham 096H,E01034940,2047,100,205,10,186,9.1,164,8,45,2.2,119,5.8,5,0.2,1,0,4,0.2,17,0.8,9,0.4,8,0.4,19,0.9,285,13.9,179,8.7,142,6.9,115,5.6,27,1.3,1,0,1,0,0,0,36,1.8,35,1.7,1,0,106,5.2,1557,76.1,35,1.7,1413,69,35,1.7,37,1.8,37,1.8
Birmingham 096I,E01034941,2048,100,124,6.1,94,4.6,81,4,24,1.2,57,2.8,3,0.1,2,0.1,1,0,10,0.5,9,0.4,1,0,30,1.5,364,17.8,255,12.5,224,10.9,197,9.6,27,1.3,0,0,0,0,0,0,31,1.5,30,1.5,1,0,109,5.3,1560,76.2,24,1.2,1442,70.4,18,0.9,37,1.8,39,1.9
Birmingham 097A,E01009017,1349,100,632,46.8,580,43,453,33.6,158,11.7,295,21.9,24,1.8,10,0.7,14,1,103,7.6,53,3.9,50,3.7,52,3.9,55,4.1,46,3.4,40,3,33,2.4,7,0.5,1,0.1,0,0,1,0.1,5,0.4,2,0.1,3,0.2,9,0.7,662,49.1,178,13.2,164,12.2,176,13,63,4.7,81,6
Birmingham 097B,E01009043,1544,100,759,49.2,696,45.1,559,36.2,183,11.9,376,24.4,19,1.2,9,0.6,10,0.6,118,7.6,57,3.7,61,4,63,4.1,45,2.9,27,1.7,24,1.6,10,0.6,14,0.9,0,0,0,0,0,0,3,0.2,2,0.1,1,0.1,18,1.2,740,47.9,198,12.8,140,9.1,197,12.8,148,9.6,57,3.7
Birmingham 097C,E01009044,1239,100,575,46.4,520,42,408,32.9,143,11.5,265,21.4,19,1.5,10,0.8,9,0.7,93,7.5,56,4.5,37,3,55,4.4,29,2.3,21,1.7,21,1.7,18,1.5,3,0.2,0,0,0,0,0,0,0,0,0,0,0,0,8,0.6,635,51.3,140,11.3,146,11.8,208,16.8,58,4.7,83,6.7
Birmingham 097D,E01009045,1577,100,770,48.8,708,44.9,571,36.2,172,10.9,399,25.3,24,1.5,9,0.6,15,1,113,7.2,59,3.7,54,3.4,62,3.9,47,3,38,2.4,34,2.2,30,1.9,4,0.3,0,0,0,0,0,0,4,0.3,3,0.2,1,0.1,9,0.6,760,48.2,326,20.7,130,8.2,158,10,76,4.8,70,4.4
Birmingham 097E,E01009046,1465,100,777,53,727,49.6,561,38.3,172,11.7,389,26.6,33,2.3,9,0.6,24,1.6,133,9.1,58,4,75,5.1,50,3.4,33,2.3,27,1.8,27,1.8,21,1.4,6,0.4,0,0,0,0,0,0,0,0,0,0,0,0,6,0.4,655,44.7,309,21.1,118,8.1,110,7.5,47,3.2,71,4.8
Birmingham 097F,E01009395,1333,100,616,46.2,533,40,409,30.7,130,9.8,279,20.9,28,2.1,10,0.8,18,1.4,96,7.2,48,3.6,48,3.6,83,6.2,31,2.3,18,1.4,16,1.2,13,1,3,0.2,1,0.1,0,0,1,0.1,1,0.1,1,0.1,0,0,13,1,686,51.5,174,13.1,139,10.4,154,11.6,103,7.7,116,8.7
Birmingham 098A,E01009016,1340,100,657,49,595,44.4,500,37.3,165,12.3,335,25,17,1.3,6,0.4,11,0.8,78,5.8,39,2.9,39,2.9,62,4.6,30,2.2,25,1.9,25,1.9,20,1.5,5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,5,0.4,653,48.7,258,19.3,100,7.5,96,7.2,129,9.6,70,5.2
Birmingham 098B,E01009022,1360,100,779,57.3,711,52.3,590,43.4,171,12.6,419,30.8,21,1.5,9,0.7,12,0.9,100,7.4,40,2.9,60,4.4,68,5,31,2.3,22,1.6,22,1.6,17,1.2,5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,9,0.7,550,40.4,186,13.7,114,8.4,132,9.7,68,5,50,3.7
Birmingham 098C,E01009023,1299,100,743,57.2,698,53.7,587,45.2,188,14.5,399,30.7,18,1.4,11,0.8,7,0.5,93,7.2,32,2.5,61,4.7,45,3.5,37,2.8,28,2.2,27,2.1,23,1.8,4,0.3,1,0.1,1,0.1,0,0,0,0,0,0,0,0,9,0.7,519,40,226,17.4,116,8.9,93,7.2,35,2.7,49,3.8
Birmingham 098D,E01009030,1444,100,840,58.2,793,54.9,652,45.2,190,13.2,462,32,33,2.3,13,0.9,20,1.4,108,7.5,53,3.7,55,3.8,47,3.3,48,3.3,38,2.6,35,2.4,30,2.1,5,0.3,2,0.1,2,0.1,0,0,1,0.1,1,0.1,0,0,10,0.7,556,38.5,206,14.3,109,7.5,129,8.9,52,3.6,60,4.2
Birmingham 099A,E01009281,1273,100,609,47.8,579,45.5,483,37.9,124,9.7,359,28.2,9,0.7,3,0.2,6,0.5,87,6.8,50,3.9,37,2.9,30,2.4,16,1.3,13,1,12,0.9,9,0.7,3,0.2,1,0.1,0,0,1,0.1,0,0,0,0,0,0,3,0.2,648,50.9,421,33.1,86,6.8,54,4.2,56,4.4,31,2.4
Birmingham 099B,E01009292,1276,100,781,61.2,745,58.4,666,52.2,144,11.3,522,40.9,5,0.4,0,0,5,0.4,74,5.8,32,2.5,42,3.3,36,2.8,35,2.7,28,2.2,25,2,12,0.9,13,1,0,0,0,0,0,0,3,0.2,3,0.2,0,0,7,0.5,460,36.1,219,17.2,128,10,52,4.1,24,1.9,37,2.9
Birmingham 099C,E01009294,1500,100,844,56.3,787,52.5,675,45,169,11.3,506,33.7,15,1,4,0.3,11,0.7,97,6.5,49,3.3,48,3.2,57,3.8,39,2.6,33,2.2,30,2,26,1.7,4,0.3,1,0.1,1,0.1,0,0,2,0.1,2,0.1,0,0,6,0.4,617,41.1,290,19.3,107,7.1,75,5,86,5.7,59,3.9
Birmingham 099D,E01009295,1452,100,568,39.1,511,35.2,423,29.1,116,8,307,21.1,18,1.2,10,0.7,8,0.6,70,4.8,37,2.5,33,2.3,57,3.9,115,7.9,81,5.6,71,4.9,66,4.5,5,0.3,0,0,0,0,0,0,10,0.7,10,0.7,0,0,34,2.3,769,53,309,21.3,301,20.7,55,3.8,46,3.2,58,4
Birmingham 100A,E01009280,1409,100,851,60.4,822,58.3,723,51.3,177,12.6,546,38.8,19,1.3,5,0.4,14,1,80,5.7,40,2.8,40,2.8,29,2.1,54,3.8,35,2.5,33,2.3,27,1.9,6,0.4,0,0,0,0,0,0,2,0.1,2,0.1,0,0,19,1.3,504,35.8,223,15.8,131,9.3,57,4,44,3.1,49,3.5
Birmingham 100B,E01009282,1459,100,726,49.8,668,45.8,546,37.4,135,9.3,411,28.2,14,1,4,0.3,10,0.7,108,7.4,44,3,64,4.4,58,4,76,5.2,54,3.7,52,3.6,39,2.7,13,0.9,0,0,0,0,0,0,2,0.1,2,0.1,0,0,22,1.5,657,45,194,13.3,184,12.6,70,4.8,153,10.5,56,3.8
Birmingham 100C,E01009288,1192,100,486,40.8,446,37.4,339,28.4,81,6.8,258,21.6,25,2.1,5,0.4,20,1.7,82,6.9,41,3.4,41,3.4,40,3.4,42,3.5,29,2.4,24,2,18,1.5,6,0.5,0,0,0,0,0,0,5,0.4,5,0.4,0,0,13,1.1,664,55.7,320,26.8,182,15.3,33,2.8,93,7.8,36,3
Birmingham 100D,E01009293,1283,100,652,50.8,603,47,505,39.4,122,9.5,383,29.9,15,1.2,4,0.3,11,0.9,83,6.5,36,2.8,47,3.7,49,3.8,89,6.9,63,4.9,60,4.7,48,3.7,12,0.9,0,0,0,0,0,0,3,0.2,3,0.2,0,0,26,2,542,42.2,196,15.3,197,15.4,63,4.9,38,3,48,3.7
Birmingham 100E,E01009296,1205,100,681,56.5,627,52,527,43.7,133,11,394,32.7,10,0.8,6,0.5,4,0.3,90,7.5,48,4,42,3.5,54,4.5,85,7.1,59,4.9,46,3.8,38,3.2,8,0.7,0,0,0,0,0,0,13,1.1,11,0.9,2,0.2,26,2.2,439,36.4,121,10,140,11.6,59,4.9,47,3.9,72,6
Birmingham 101A,E01008924,1234,100,694,56.2,652,52.8,557,45.1,145,11.8,412,33.4,15,1.2,3,0.2,12,1,80,6.5,35,2.8,45,3.6,42,3.4,20,1.6,13,1.1,12,1,10,0.8,2,0.2,0,0,0,0,0,0,1,0.1,1,0.1,0,0,7,0.6,520,42.1,307,24.9,56,4.5,51,4.1,77,6.2,29,2.4
Birmingham 101B,E01009501,1101,100,659,59.9,561,51,483,43.9,154,14,329,29.9,15,1.4,6,0.5,9,0.8,63,5.7,21,1.9,42,3.8,98,8.9,35,3.2,28,2.5,26,2.4,20,1.8,6,0.5,0,0,0,0,0,0,2,0.2,1,0.1,1,0.1,7,0.6,407,37,127,11.5,81,7.4,91,8.3,67,6.1,41,3.7
Birmingham 101C,E01009502,1066,100,569,53.4,516,48.4,447,41.9,112,10.5,335,31.4,8,0.8,3,0.3,5,0.5,61,5.7,25,2.3,36,3.4,53,5,31,2.9,20,1.9,17,1.6,14,1.3,3,0.3,1,0.1,0,0,1,0.1,2,0.2,1,0.1,1,0.1,11,1,466,43.7,180,16.9,61,5.7,101,9.5,72,6.8,52,4.9
Birmingham 101D,E01009503,1197,100,643,53.7,564,47.1,511,42.7,160,13.4,351,29.3,5,0.4,1,0.1,4,0.3,48,4,20,1.7,28,2.3,79,6.6,38,3.2,20,1.7,20,1.7,16,1.3,4,0.3,0,0,0,0,0,0,0,0,0,0,0,0,18,1.5,516,43.1,207,17.3,92,7.7,83,6.9,81,6.8,53,4.4
Birmingham 101E,E01009505,1222,100,670,54.8,598,48.9,527,43.1,165,13.5,362,29.6,9,0.7,3,0.2,6,0.5,62,5.1,20,1.6,42,3.4,72,5.9,37,3,26,2.1,19,1.6,12,1,7,0.6,5,0.4,0,0,5,0.4,2,0.2,1,0.1,1,0.1,11,0.9,515,42.1,206,16.9,76,6.2,91,7.4,94,7.7,48,3.9
Birmingham 102A,E01008917,1018,100,586,57.6,551,54.1,479,47.1,122,12,357,35.1,4,0.4,1,0.1,3,0.3,68,6.7,26,2.6,42,4.1,35,3.4,27,2.7,19,1.9,19,1.9,16,1.6,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,8,0.8,405,39.8,245,24.1,53,5.2,44,4.3,34,3.3,29,2.8
Birmingham 102B,E01008923,1142,100,557,48.8,483,42.3,415,36.3,108,9.5,307,26.9,22,1.9,12,1.1,10,0.9,46,4,14,1.2,32,2.8,74,6.5,30,2.6,22,1.9,20,1.8,18,1.6,2,0.2,1,0.1,1,0.1,0,0,1,0.1,0,0,1,0.1,8,0.7,555,48.6,260,22.8,63,5.5,70,6.1,112,9.8,50,4.4
Birmingham 102C,E01008925,1007,100,574,57,545,54.1,481,47.8,139,13.8,342,34,6,0.6,4,0.4,2,0.2,58,5.8,22,2.2,36,3.6,29,2.9,16,1.6,12,1.2,12,1.2,10,1,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,4,0.4,417,41.4,309,30.7,35,3.5,29,2.9,30,3,14,1.4
Birmingham 102D,E01008927,1007,100,554,55,468,46.5,403,40,112,11.1,291,28.9,5,0.5,4,0.4,1,0.1,60,6,21,2.1,39,3.9,86,8.5,22,2.2,14,1.4,14,1.4,10,1,4,0.4,0,0,0,0,0,0,0,0,0,0,0,0,8,0.8,431,42.8,179,17.8,47,4.7,65,6.5,83,8.2,57,5.7
Birmingham 102E,E01008928,1217,100,574,47.2,509,41.8,447,36.7,164,13.5,283,23.3,6,0.5,2,0.2,4,0.3,56,4.6,18,1.5,38,3.1,65,5.3,30,2.5,27,2.2,25,2.1,21,1.7,4,0.3,0,0,0,0,0,0,2,0.2,1,0.1,1,0.1,3,0.2,613,50.4,236,19.4,65,5.3,88,7.2,157,12.9,67,5.5
Birmingham 103A,E01009019,1287,100,652,50.7,563,43.7,489,38,150,11.7,339,26.3,15,1.2,10,0.8,5,0.4,59,4.6,26,2,33,2.6,89,6.9,29,2.3,21,1.6,20,1.6,17,1.3,3,0.2,0,0,0,0,0,0,1,0.1,1,0.1,0,0,8,0.6,606,47.1,152,11.8,107,8.3,145,11.3,113,8.8,89,6.9
Birmingham 103B,E01009020,1196,100,660,55.2,589,49.2,496,41.5,165,13.8,331,27.7,16,1.3,5,0.4,11,0.9,77,6.4,39,3.3,38,3.2,71,5.9,26,2.2,18,1.5,16,1.3,9,0.8,7,0.6,0,0,0,0,0,0,2,0.2,2,0.2,0,0,8,0.7,510,42.6,191,16,101,8.4,99,8.3,80,6.7,39,3.3
Birmingham 103C,E01009021,1230,100,739,60.1,670,54.5,575,46.7,178,14.5,397,32.3,7,0.6,1,0.1,6,0.5,88,7.2,50,4.1,38,3.1,69,5.6,27,2.2,18,1.5,13,1.1,11,0.9,2,0.2,3,0.2,3,0.2,0,0,2,0.2,2,0.2,0,0,9,0.7,464,37.7,129,10.5,73,5.9,127,10.3,92,7.5,43,3.5
Birmingham 103D,E01009024,1273,100,717,56.3,663,52.1,576,45.2,200,15.7,376,29.5,12,0.9,3,0.2,9,0.7,75,5.9,39,3.1,36,2.8,54,4.2,27,2.1,22,1.7,22,1.7,17,1.3,5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,5,0.4,529,41.6,143,11.2,91,7.1,152,11.9,71,5.6,72,5.7
Birmingham 103E,E01009025,1162,100,652,56.1,597,51.4,519,44.7,172,14.8,347,29.9,12,1,5,0.4,7,0.6,66,5.7,22,1.9,44,3.8,55,4.7,39,3.4,25,2.2,23,2,19,1.6,4,0.3,2,0.2,1,0.1,1,0.1,0,0,0,0,0,0,14,1.2,471,40.5,125,10.8,72,6.2,121,10.4,86,7.4,67,5.8
Birmingham 103F,E01009033,1368,100,793,58,712,52,604,44.2,183,13.4,421,30.8,15,1.1,9,0.7,6,0.4,93,6.8,51,3.7,42,3.1,81,5.9,40,2.9,28,2,27,2,20,1.5,7,0.5,0,0,0,0,0,0,1,0.1,1,0.1,0,0,12,0.9,535,39.1,135,9.9,107,7.8,141,10.3,98,7.2,54,3.9
Birmingham 104A,E01009175,1168,100,799,68.4,761,65.2,657,56.2,151,12.9,506,43.3,14,1.2,3,0.3,11,0.9,90,7.7,50,4.3,40,3.4,38,3.3,34,2.9,25,2.1,22,1.9,18,1.5,4,0.3,0,0,0,0,0,0,3,0.3,3,0.3,0,0,9,0.8,335,28.7,144,12.3,68,5.8,48,4.1,37,3.2,38,3.3
Birmingham 104B,E01009177,1211,100,776,64.1,726,60,603,49.8,137,11.3,466,38.5,15,1.2,3,0.2,12,1,108,8.9,65,5.4,43,3.6,50,4.1,28,2.3,18,1.5,16,1.3,10,0.8,6,0.5,0,0,0,0,0,0,2,0.2,2,0.2,0,0,10,0.8,407,33.6,176,14.5,68,5.6,63,5.2,41,3.4,59,4.9
Birmingham 104C,E01009178,1356,100,876,64.6,828,61.1,675,49.8,148,10.9,527,38.9,13,1,5,0.4,8,0.6,140,10.3,75,5.5,65,4.8,48,3.5,32,2.4,21,1.5,20,1.5,16,1.2,4,0.3,0,0,0,0,0,0,1,0.1,1,0.1,0,0,11,0.8,448,33,176,13,55,4.1,96,7.1,66,4.9,55,4.1
Birmingham 104D,E01009179,1356,100,775,57.2,727,53.6,591,43.6,148,10.9,443,32.7,24,1.8,10,0.7,14,1,112,8.3,53,3.9,59,4.4,48,3.5,25,1.8,20,1.5,20,1.5,15,1.1,5,0.4,0,0,0,0,0,0,0,0,0,0,0,0,5,0.4,556,41,318,23.5,82,6,71,5.2,38,2.8,47,3.5
Birmingham 104E,E01009189,1145,100,675,59,644,56.2,524,45.8,124,10.8,400,34.9,18,1.6,1,0.1,17,1.5,102,8.9,62,5.4,40,3.5,31,2.7,17,1.5,9,0.8,9,0.8,6,0.5,3,0.3,0,0,0,0,0,0,0,0,0,0,0,0,8,0.7,453,39.6,286,25,58,5.1,42,3.7,30,2.6,37,3.2
Birmingham 105A,E01008933,1233,100,669,54.3,610,49.5,516,41.8,167,13.5,349,28.3,22,1.8,6,0.5,16,1.3,72,5.8,34,2.8,38,3.1,59,4.8,25,2,23,1.9,20,1.6,17,1.4,3,0.2,0,0,0,0,0,0,3,0.2,3,0.2,0,0,2,0.2,539,43.7,216,17.5,98,7.9,102,8.3,47,3.8,76,6.2
Birmingham 105B,E01008934,1209,100,687,56.8,658,54.4,553,45.7,161,13.3,392,32.4,18,1.5,5,0.4,13,1.1,87,7.2,32,2.6,55,4.5,29,2.4,25,2.1,16,1.3,16,1.3,15,1.2,1,0.1,0,0,0,0,0,0,0,0,0,0,0,0,9,0.7,497,41.1,264,21.8,90,7.4,71,5.9,38,3.1,34,2.8
