﻿Geography Name,Geography Code,Attribute Tier 1,Attribute Tier 2,Attribute Tier 3,Value,Value as a Percentage of Geography Total,geom,centroid
Druids Heath & Monyhull,E05011133,Economically active (excluding full-time students),In employment,Self-employed without employees,501,5.55,"{""coordinates"": [[[[-1.888072065, 52.41544578], [-1.885528579, 52.414260237], [-1.884543703, 52.413639864], [-1.884438215, 52.412952937], [-1.884996931, 52.411774861], [-1.887434251, 52.409550369], [-1.888129674, 52.407751281], [-1.888054215, 52.406819835], [-1.886695435, 52.404687876], [-1.887121839, 52.404671207], [-1.889809387, 52.404401325], [-1.892196478, 52.40442509], [-1.893389048, 52.404213075], [-1.89523846, 52.403491949], [-1.896642497, 52.403319633], [-1.898991862, 52.403760428], [-1.900696774, 52.403821186], [-1.902733616, 52.403337369], [-1.904869554, 52.40318991], [-1.90621151, 52.403926336], [-1.909438436, 52.404371211], [-1.910818436, 52.406676382], [-1.913681851, 52.407449898], [-1.916601136, 52.408342828], [-1.916751815, 52.409494591], [-1.918969264, 52.411573765], [-1.919386752, 52.413225502], [-1.916812489, 52.413980651], [-1.915056501, 52.414296754], [-1.914128213, 52.415350677], [-1.913199947, 52.41637125], [-1.912172028, 52.416453178], [-1.91002461, 52.416100067], [-1.908498155, 52.415563066], [-1.907036193, 52.413712663], [-1.905962016, 52.413452976], [-1.904872456, 52.414209932], [-1.903693568, 52.414107422], [-1.898065558, 52.414741008], [-1.897342018, 52.414203651], [-1.89304638, 52.414634937], [-1.889702229, 52.415565044], [-1.888072065, 52.41544578]]]], ""type"": ""MultiPolygon""}","52.409848861, -1.901298847"
Druids Heath & Monyhull,E05011133,Economically active and a full-time student,In employment,Self-employed without employees,2,0.02,"{""coordinates"": [[[[-1.888072065, 52.41544578], [-1.885528579, 52.414260237], [-1.884543703, 52.413639864], [-1.884438215, 52.412952937], [-1.884996931, 52.411774861], [-1.887434251, 52.409550369], [-1.888129674, 52.407751281], [-1.888054215, 52.406819835], [-1.886695435, 52.404687876], [-1.887121839, 52.404671207], [-1.889809387, 52.404401325], [-1.892196478, 52.40442509], [-1.893389048, 52.404213075], [-1.89523846, 52.403491949], [-1.896642497, 52.403319633], [-1.898991862, 52.403760428], [-1.900696774, 52.403821186], [-1.902733616, 52.403337369], [-1.904869554, 52.40318991], [-1.90621151, 52.403926336], [-1.909438436, 52.404371211], [-1.910818436, 52.406676382], [-1.913681851, 52.407449898], [-1.916601136, 52.408342828], [-1.916751815, 52.409494591], [-1.918969264, 52.411573765], [-1.919386752, 52.413225502], [-1.916812489, 52.413980651], [-1.915056501, 52.414296754], [-1.914128213, 52.415350677], [-1.913199947, 52.41637125], [-1.912172028, 52.416453178], [-1.91002461, 52.416100067], [-1.908498155, 52.415563066], [-1.907036193, 52.413712663], [-1.905962016, 52.413452976], [-1.904872456, 52.414209932], [-1.903693568, 52.414107422], [-1.898065558, 52.414741008], [-1.897342018, 52.414203651], [-1.89304638, 52.414634937], [-1.889702229, 52.415565044], [-1.888072065, 52.41544578]]]], ""type"": ""MultiPolygon""}","52.409848861, -1.901298847"
Druids Heath & Monyhull,E05011133,Economically inactive,Long-term sick or disabled,,585,6.48,"{""coordinates"": [[[[-1.888072065, 52.41544578], [-1.885528579, 52.414260237], [-1.884543703, 52.413639864], [-1.884438215, 52.412952937], [-1.884996931, 52.411774861], [-1.887434251, 52.409550369], [-1.888129674, 52.407751281], [-1.888054215, 52.406819835], [-1.886695435, 52.404687876], [-1.887121839, 52.404671207], [-1.889809387, 52.404401325], [-1.892196478, 52.40442509], [-1.893389048, 52.404213075], [-1.89523846, 52.403491949], [-1.896642497, 52.403319633], [-1.898991862, 52.403760428], [-1.900696774, 52.403821186], [-1.902733616, 52.403337369], [-1.904869554, 52.40318991], [-1.90621151, 52.403926336], [-1.909438436, 52.404371211], [-1.910818436, 52.406676382], [-1.913681851, 52.407449898], [-1.916601136, 52.408342828], [-1.916751815, 52.409494591], [-1.918969264, 52.411573765], [-1.919386752, 52.413225502], [-1.916812489, 52.413980651], [-1.915056501, 52.414296754], [-1.914128213, 52.415350677], [-1.913199947, 52.41637125], [-1.912172028, 52.416453178], [-1.91002461, 52.416100067], [-1.908498155, 52.415563066], [-1.907036193, 52.413712663], [-1.905962016, 52.413452976], [-1.904872456, 52.414209932], [-1.903693568, 52.414107422], [-1.898065558, 52.414741008], [-1.897342018, 52.414203651], [-1.89304638, 52.414634937], [-1.889702229, 52.415565044], [-1.888072065, 52.41544578]]]], ""type"": ""MultiPolygon""}","52.409848861, -1.901298847"
Edgbaston,E05011134,Economically active and a full-time student,In employment,Employee,601,3.75,"{""coordinates"": [[[[-1.931534086, 52.471831807], [-1.92889458, 52.471835648], [-1.922790443, 52.472186119], [-1.921440585, 52.472183436], [-1.919082426, 52.472845301], [-1.91336976, 52.471651877], [-1.910236549, 52.470433193], [-1.905721873, 52.468277478], [-1.904063983, 52.467769169], [-1.901232885, 52.467315498], [-1.90121372, 52.467310988], [-1.902379621, 52.464644669], [-1.904218138, 52.46254608], [-1.903823818, 52.461784347], [-1.902154414, 52.461280406], [-1.904598214, 52.458268914], [-1.900850977, 52.457118776], [-1.900794287, 52.456155906], [-1.901403372, 52.454911296], [-1.903405189, 52.453318124], [-1.904564127, 52.452917144], [-1.908567214, 52.44978638], [-1.911121248, 52.449943893], [-1.915207078, 52.449339154], [-1.916320183, 52.448941711], [-1.919140673, 52.447400973], [-1.922757029, 52.446670635], [-1.924616989, 52.446502868], [-1.927555592, 52.447161859], [-1.929408745, 52.44662355], [-1.930533493, 52.447186108], [-1.932431452, 52.447153051], [-1.934405214, 52.44770257], [-1.938082629, 52.447301727], [-1.940750724, 52.446864411], [-1.944580726, 52.446668446], [-1.945219479, 52.446522247], [-1.946324264, 52.447907176], [-1.946401107, 52.448767577], [-1.945305109, 52.44988098], [-1.945473638, 52.451643044], [-1.946365434, 52.453991684], [-1.946370385, 52.454714455], [-1.94472534, 52.458146987], [-1.942442868, 52.460334969], [-1.942903681, 52.461326773], [-1.944850015, 52.463273108], [-1.948094431, 52.464114263], [-1.9484262, 52.464863237], [-1.949766685, 52.466516236], [-1.951674627, 52.467650608], [-1.953496466, 52.469506873], [-1.953726095, 52.470910255], [-1.953060257, 52.472716102], [-1.952651596, 52.473485531], [-1.951731858, 52.473166019], [-1.94971365, 52.47304646], [-1.947827038, 52.472402868], [-1.946633136, 52.472408629], [-1.945896099, 52.472024445], [-1.944093386, 52.472593591], [-1.943313475, 52.472340587], [-1.938918826, 52.472577563], [-1.938668117, 52.472882197], [-1.93612974, 52.472072623], [-1.931534086, 52.471831807]]]], ""type"": ""MultiPolygon""}","52.460281183, -1.926445338"
Edgbaston,E05011134,Economically inactive,Long-term sick or disabled,,388,2.42,"{""coordinates"": [[[[-1.931534086, 52.471831807], [-1.92889458, 52.471835648], [-1.922790443, 52.472186119], [-1.921440585, 52.472183436], [-1.919082426, 52.472845301], [-1.91336976, 52.471651877], [-1.910236549, 52.470433193], [-1.905721873, 52.468277478], [-1.904063983, 52.467769169], [-1.901232885, 52.467315498], [-1.90121372, 52.467310988], [-1.902379621, 52.464644669], [-1.904218138, 52.46254608], [-1.903823818, 52.461784347], [-1.902154414, 52.461280406], [-1.904598214, 52.458268914], [-1.900850977, 52.457118776], [-1.900794287, 52.456155906], [-1.901403372, 52.454911296], [-1.903405189, 52.453318124], [-1.904564127, 52.452917144], [-1.908567214, 52.44978638], [-1.911121248, 52.449943893], [-1.915207078, 52.449339154], [-1.916320183, 52.448941711], [-1.919140673, 52.447400973], [-1.922757029, 52.446670635], [-1.924616989, 52.446502868], [-1.927555592, 52.447161859], [-1.929408745, 52.44662355], [-1.930533493, 52.447186108], [-1.932431452, 52.447153051], [-1.934405214, 52.44770257], [-1.938082629, 52.447301727], [-1.940750724, 52.446864411], [-1.944580726, 52.446668446], [-1.945219479, 52.446522247], [-1.946324264, 52.447907176], [-1.946401107, 52.448767577], [-1.945305109, 52.44988098], [-1.945473638, 52.451643044], [-1.946365434, 52.453991684], [-1.946370385, 52.454714455], [-1.94472534, 52.458146987], [-1.942442868, 52.460334969], [-1.942903681, 52.461326773], [-1.944850015, 52.463273108], [-1.948094431, 52.464114263], [-1.9484262, 52.464863237], [-1.949766685, 52.466516236], [-1.951674627, 52.467650608], [-1.953496466, 52.469506873], [-1.953726095, 52.470910255], [-1.953060257, 52.472716102], [-1.952651596, 52.473485531], [-1.951731858, 52.473166019], [-1.94971365, 52.47304646], [-1.947827038, 52.472402868], [-1.946633136, 52.472408629], [-1.945896099, 52.472024445], [-1.944093386, 52.472593591], [-1.943313475, 52.472340587], [-1.938918826, 52.472577563], [-1.938668117, 52.472882197], [-1.93612974, 52.472072623], [-1.931534086, 52.471831807]]]], ""type"": ""MultiPolygon""}","52.460281183, -1.926445338"
Erdington,E05011135,Economically active (excluding full-time students),In employment,Employee,7714,45.35,"{""coordinates"": [[[[-1.832775714, 52.535232313], [-1.831548347, 52.534670486], [-1.830654743, 52.535480947], [-1.828074524, 52.534418259], [-1.827640474, 52.534944464], [-1.823047179, 52.534111494], [-1.822699891, 52.53466028], [-1.819239306, 52.533741673], [-1.818836332, 52.533129741], [-1.817465346, 52.532407574], [-1.815319354, 52.532316085], [-1.815579934, 52.531708858], [-1.814119596, 52.531591449], [-1.814883069, 52.529840566], [-1.814617013, 52.528975301], [-1.815906655, 52.527951587], [-1.816325517, 52.527179058], [-1.817926776, 52.527070085], [-1.817382969, 52.52562184], [-1.819031819, 52.525361848], [-1.818463139, 52.52460856], [-1.822711761, 52.52291225], [-1.824044365, 52.522876489], [-1.822525898, 52.521870071], [-1.822037859, 52.521184325], [-1.822143769, 52.519057451], [-1.822466213, 52.517286081], [-1.825219146, 52.517619199], [-1.827398418, 52.517691595], [-1.829846874, 52.517532374], [-1.833521106, 52.517035109], [-1.836039261, 52.515923829], [-1.836895955, 52.515760542], [-1.837993627, 52.516608834], [-1.840552616, 52.518045334], [-1.84251483, 52.520322382], [-1.844303286, 52.521757773], [-1.843562491, 52.522863408], [-1.842948048, 52.525707894], [-1.843382839, 52.528215752], [-1.844823049, 52.529035761], [-1.846277466, 52.529142807], [-1.848964418, 52.529669502], [-1.85140434, 52.530450167], [-1.850831172, 52.530804537], [-1.851035023, 52.531552806], [-1.848096985, 52.532003029], [-1.848880956, 52.53423531], [-1.848903985, 52.53524767], [-1.849678338, 52.536443338], [-1.85090514, 52.539879025], [-1.850716494, 52.541164331], [-1.851222962, 52.541810525], [-1.850573152, 52.542566618], [-1.848849386, 52.543019281], [-1.847422855, 52.542343227], [-1.846821308, 52.541504656], [-1.84800036, 52.540359034], [-1.843407259, 52.538349248], [-1.842591187, 52.53896937], [-1.840459726, 52.538018001], [-1.840462991, 52.537115501], [-1.834888049, 52.534913438], [-1.835205552, 52.534358283], [-1.833855328, 52.533915842], [-1.832775714, 52.535232313]]]], ""type"": ""MultiPolygon""}","52.528095068, -1.833539073"
Erdington,E05011135,Economically active (excluding full-time students),In employment,Self-employed with employees,184,1.08,"{""coordinates"": [[[[-1.832775714, 52.535232313], [-1.831548347, 52.534670486], [-1.830654743, 52.535480947], [-1.828074524, 52.534418259], [-1.827640474, 52.534944464], [-1.823047179, 52.534111494], [-1.822699891, 52.53466028], [-1.819239306, 52.533741673], [-1.818836332, 52.533129741], [-1.817465346, 52.532407574], [-1.815319354, 52.532316085], [-1.815579934, 52.531708858], [-1.814119596, 52.531591449], [-1.814883069, 52.529840566], [-1.814617013, 52.528975301], [-1.815906655, 52.527951587], [-1.816325517, 52.527179058], [-1.817926776, 52.527070085], [-1.817382969, 52.52562184], [-1.819031819, 52.525361848], [-1.818463139, 52.52460856], [-1.822711761, 52.52291225], [-1.824044365, 52.522876489], [-1.822525898, 52.521870071], [-1.822037859, 52.521184325], [-1.822143769, 52.519057451], [-1.822466213, 52.517286081], [-1.825219146, 52.517619199], [-1.827398418, 52.517691595], [-1.829846874, 52.517532374], [-1.833521106, 52.517035109], [-1.836039261, 52.515923829], [-1.836895955, 52.515760542], [-1.837993627, 52.516608834], [-1.840552616, 52.518045334], [-1.84251483, 52.520322382], [-1.844303286, 52.521757773], [-1.843562491, 52.522863408], [-1.842948048, 52.525707894], [-1.843382839, 52.528215752], [-1.844823049, 52.529035761], [-1.846277466, 52.529142807], [-1.848964418, 52.529669502], [-1.85140434, 52.530450167], [-1.850831172, 52.530804537], [-1.851035023, 52.531552806], [-1.848096985, 52.532003029], [-1.848880956, 52.53423531], [-1.848903985, 52.53524767], [-1.849678338, 52.536443338], [-1.85090514, 52.539879025], [-1.850716494, 52.541164331], [-1.851222962, 52.541810525], [-1.850573152, 52.542566618], [-1.848849386, 52.543019281], [-1.847422855, 52.542343227], [-1.846821308, 52.541504656], [-1.84800036, 52.540359034], [-1.843407259, 52.538349248], [-1.842591187, 52.53896937], [-1.840459726, 52.538018001], [-1.840462991, 52.537115501], [-1.834888049, 52.534913438], [-1.835205552, 52.534358283], [-1.833855328, 52.533915842], [-1.832775714, 52.535232313]]]], ""type"": ""MultiPolygon""}","52.528095068, -1.833539073"
Erdington,E05011135,Economically active and a full-time student,In employment,Self-employed with employees,11,0.06,"{""coordinates"": [[[[-1.832775714, 52.535232313], [-1.831548347, 52.534670486], [-1.830654743, 52.535480947], [-1.828074524, 52.534418259], [-1.827640474, 52.534944464], [-1.823047179, 52.534111494], [-1.822699891, 52.53466028], [-1.819239306, 52.533741673], [-1.818836332, 52.533129741], [-1.817465346, 52.532407574], [-1.815319354, 52.532316085], [-1.815579934, 52.531708858], [-1.814119596, 52.531591449], [-1.814883069, 52.529840566], [-1.814617013, 52.528975301], [-1.815906655, 52.527951587], [-1.816325517, 52.527179058], [-1.817926776, 52.527070085], [-1.817382969, 52.52562184], [-1.819031819, 52.525361848], [-1.818463139, 52.52460856], [-1.822711761, 52.52291225], [-1.824044365, 52.522876489], [-1.822525898, 52.521870071], [-1.822037859, 52.521184325], [-1.822143769, 52.519057451], [-1.822466213, 52.517286081], [-1.825219146, 52.517619199], [-1.827398418, 52.517691595], [-1.829846874, 52.517532374], [-1.833521106, 52.517035109], [-1.836039261, 52.515923829], [-1.836895955, 52.515760542], [-1.837993627, 52.516608834], [-1.840552616, 52.518045334], [-1.84251483, 52.520322382], [-1.844303286, 52.521757773], [-1.843562491, 52.522863408], [-1.842948048, 52.525707894], [-1.843382839, 52.528215752], [-1.844823049, 52.529035761], [-1.846277466, 52.529142807], [-1.848964418, 52.529669502], [-1.85140434, 52.530450167], [-1.850831172, 52.530804537], [-1.851035023, 52.531552806], [-1.848096985, 52.532003029], [-1.848880956, 52.53423531], [-1.848903985, 52.53524767], [-1.849678338, 52.536443338], [-1.85090514, 52.539879025], [-1.850716494, 52.541164331], [-1.851222962, 52.541810525], [-1.850573152, 52.542566618], [-1.848849386, 52.543019281], [-1.847422855, 52.542343227], [-1.846821308, 52.541504656], [-1.84800036, 52.540359034], [-1.843407259, 52.538349248], [-1.842591187, 52.53896937], [-1.840459726, 52.538018001], [-1.840462991, 52.537115501], [-1.834888049, 52.534913438], [-1.835205552, 52.534358283], [-1.833855328, 52.533915842], [-1.832775714, 52.535232313]]]], ""type"": ""MultiPolygon""}","52.528095068, -1.833539073"
Erdington,E05011135,Economically active and a full-time student,In employment,Self-employed without employees,18,0.11,"{""coordinates"": [[[[-1.832775714, 52.535232313], [-1.831548347, 52.534670486], [-1.830654743, 52.535480947], [-1.828074524, 52.534418259], [-1.827640474, 52.534944464], [-1.823047179, 52.534111494], [-1.822699891, 52.53466028], [-1.819239306, 52.533741673], [-1.818836332, 52.533129741], [-1.817465346, 52.532407574], [-1.815319354, 52.532316085], [-1.815579934, 52.531708858], [-1.814119596, 52.531591449], [-1.814883069, 52.529840566], [-1.814617013, 52.528975301], [-1.815906655, 52.527951587], [-1.816325517, 52.527179058], [-1.817926776, 52.527070085], [-1.817382969, 52.52562184], [-1.819031819, 52.525361848], [-1.818463139, 52.52460856], [-1.822711761, 52.52291225], [-1.824044365, 52.522876489], [-1.822525898, 52.521870071], [-1.822037859, 52.521184325], [-1.822143769, 52.519057451], [-1.822466213, 52.517286081], [-1.825219146, 52.517619199], [-1.827398418, 52.517691595], [-1.829846874, 52.517532374], [-1.833521106, 52.517035109], [-1.836039261, 52.515923829], [-1.836895955, 52.515760542], [-1.837993627, 52.516608834], [-1.840552616, 52.518045334], [-1.84251483, 52.520322382], [-1.844303286, 52.521757773], [-1.843562491, 52.522863408], [-1.842948048, 52.525707894], [-1.843382839, 52.528215752], [-1.844823049, 52.529035761], [-1.846277466, 52.529142807], [-1.848964418, 52.529669502], [-1.85140434, 52.530450167], [-1.850831172, 52.530804537], [-1.851035023, 52.531552806], [-1.848096985, 52.532003029], [-1.848880956, 52.53423531], [-1.848903985, 52.53524767], [-1.849678338, 52.536443338], [-1.85090514, 52.539879025], [-1.850716494, 52.541164331], [-1.851222962, 52.541810525], [-1.850573152, 52.542566618], [-1.848849386, 52.543019281], [-1.847422855, 52.542343227], [-1.846821308, 52.541504656], [-1.84800036, 52.540359034], [-1.843407259, 52.538349248], [-1.842591187, 52.53896937], [-1.840459726, 52.538018001], [-1.840462991, 52.537115501], [-1.834888049, 52.534913438], [-1.835205552, 52.534358283], [-1.833855328, 52.533915842], [-1.832775714, 52.535232313]]]], ""type"": ""MultiPolygon""}","52.528095068, -1.833539073"
Erdington,E05011135,Economically inactive,Long-term sick or disabled,,977,5.74,"{""coordinates"": [[[[-1.832775714, 52.535232313], [-1.831548347, 52.534670486], [-1.830654743, 52.535480947], [-1.828074524, 52.534418259], [-1.827640474, 52.534944464], [-1.823047179, 52.534111494], [-1.822699891, 52.53466028], [-1.819239306, 52.533741673], [-1.818836332, 52.533129741], [-1.817465346, 52.532407574], [-1.815319354, 52.532316085], [-1.815579934, 52.531708858], [-1.814119596, 52.531591449], [-1.814883069, 52.529840566], [-1.814617013, 52.528975301], [-1.815906655, 52.527951587], [-1.816325517, 52.527179058], [-1.817926776, 52.527070085], [-1.817382969, 52.52562184], [-1.819031819, 52.525361848], [-1.818463139, 52.52460856], [-1.822711761, 52.52291225], [-1.824044365, 52.522876489], [-1.822525898, 52.521870071], [-1.822037859, 52.521184325], [-1.822143769, 52.519057451], [-1.822466213, 52.517286081], [-1.825219146, 52.517619199], [-1.827398418, 52.517691595], [-1.829846874, 52.517532374], [-1.833521106, 52.517035109], [-1.836039261, 52.515923829], [-1.836895955, 52.515760542], [-1.837993627, 52.516608834], [-1.840552616, 52.518045334], [-1.84251483, 52.520322382], [-1.844303286, 52.521757773], [-1.843562491, 52.522863408], [-1.842948048, 52.525707894], [-1.843382839, 52.528215752], [-1.844823049, 52.529035761], [-1.846277466, 52.529142807], [-1.848964418, 52.529669502], [-1.85140434, 52.530450167], [-1.850831172, 52.530804537], [-1.851035023, 52.531552806], [-1.848096985, 52.532003029], [-1.848880956, 52.53423531], [-1.848903985, 52.53524767], [-1.849678338, 52.536443338], [-1.85090514, 52.539879025], [-1.850716494, 52.541164331], [-1.851222962, 52.541810525], [-1.850573152, 52.542566618], [-1.848849386, 52.543019281], [-1.847422855, 52.542343227], [-1.846821308, 52.541504656], [-1.84800036, 52.540359034], [-1.843407259, 52.538349248], [-1.842591187, 52.53896937], [-1.840459726, 52.538018001], [-1.840462991, 52.537115501], [-1.834888049, 52.534913438], [-1.835205552, 52.534358283], [-1.833855328, 52.533915842], [-1.832775714, 52.535232313]]]], ""type"": ""MultiPolygon""}","52.528095068, -1.833539073"
